지점,지점명,일시,평균기온(°C),평균최고기온(°C),평균최저기온(°C),월합강수량(00~24h만)(mm),일최다강수량(mm),1시간최다강수량(mm),합계 일조시간(hr)
211,인제,2009-04,10.4,18.4,3.2,68.1,30,4.5,186.1
211,인제,2009-05,16.9,24,10.6,92.7,29.5,8,206.7
211,인제,2009-06,20.1,25.9,15,190.5,64.5,23,162.9
211,인제,2009-07,22.4,27.7,18.6,492.5,150,31.5,128.5
211,인제,2009-08,22.8,28.4,18.6,334.4,200.5,35.5,144.8
211,인제,2009-09,18.3,25.1,13.6,13.6,5,1.5,168
211,인제,2009-10,12.4,19.9,6.7,45,15.5,10,163.9
211,인제,2009-11,5,9.5,.8,57.1,19.5,,84.2
211,인제,2009-12,-1.2,3.6,-5.6,19.3,10.5,,124
211,인제,2010-01,-5.3,1,-11.6,30.5,11,,138
211,인제,2010-02,-.3,5.1,-5.3,27.3,12,,104.9
211,인제,2010-03,3.6,8.1,-.2,63.2,17,,116.2
211,인제,2010-04,8.9,15.3,3.1,70.6,24.5,5,141.6
211,인제,2010-05,15.2,22.1,8.9,92.3,50,8.5,157.6
211,인제,2010-06,20.8,28.2,14.5,27.9,10.5,6.5,191.8
211,인제,2010-07,23.7,28.2,20.3,168.1,42.5,22.5,95.6
211,인제,2010-08,24.4,28.8,21.4,408.1,109.5,55.5,90.1
211,인제,2010-09,18.6,24,15,384.2,127,29.5,113.7
211,인제,2010-10,11.6,18.3,6.8,35.6,21,10,143.9
211,인제,2010-11,3.7,10,-1.9,25.3,13,,155.6
211,인제,2010-12,-2.8,2.3,-7.7,21,6,,132.4
211,인제,2011-01,-10.4,-3.3,-17.5,1.5,1,,180.5
211,인제,2011-02,-1.7,5.7,-7.8,37.1,31,,148.1
211,인제,2011-03,1.7,7.6,-4,15.8,6.5,,186.5
211,인제,2011-04,8.7,15.1,2.4,141.6,67,13.5,165.1
211,인제,2011-05,15.4,22,9.8,126.9,45,22.5,161.6
211,인제,2011-06,19.9,26.2,14.9,406.5,113.5,17.5,184.1
211,인제,2011-07,22.6,26.6,19.6,793,211,66,82.7
211,인제,2011-08,23.5,28.7,20.1,99.7,17.5,12,105.7
211,인제,2011-09,17.8,23.8,13.6,62.9,29,16,136.6
211,인제,2011-10,10.6,18,5.2,23.2,14,6,163.4
211,인제,2011-11,7.5,12.9,3.2,59.3,22.5,,109.7
211,인제,2011-12,-3.4,1.8,-8.2,11,7.5,,162.6
211,인제,2012-01,-5.5,.6,-11.1,4.6,3.5,,166.3
211,인제,2012-02,-4.5,2.5,-11,.5,.5,,193.7
211,인제,2012-03,3.3,8.4,-1.8,27.6,12.5,,156.7
211,인제,2012-04,11.1,18.1,4.8,122.5,33.5,5,208
211,인제,2012-05,16.7,23.8,10.7,21.1,14,3.5,222.3
211,인제,2012-06,21.2,27.9,16.5,71.7,56,11,213.4
211,인제,2012-07,24,28.8,20.5,230.3,52,17.5,143.6
211,인제,2012-08,24.7,29.8,21,261.8,67,27,155.3
211,인제,2012-09,18.2,24,14.2,126.2,48.5,11.5,147.1
211,인제,2012-10,12,19.6,6.6,60.6,35,7,189.3
211,인제,2012-11,3.9,9.3,-.9,53,21.5,,135.9
211,인제,2012-12,-5.6,-.1,-10.6,43.7,27,,154.6
211,인제,2013-01,-6.4,.2,-12,13.9,10.5,,137.4
211,인제,2013-02,-2.4,3.4,-8,40.2,30,,158.3
211,인제,2013-03,4.6,11.2,-1.9,43.2,15,,222
211,인제,2013-04,8.3,14.7,2.6,57.8,14,5.5,167
211,인제,2013-05,17,23.8,11,74,21.5,5.5,212.1
211,인제,2013-06,22,28.8,16.9,96.7,32,28.5,229.7
211,인제,2013-07,24.8,28.6,22.1,633.8,142,40.5,122.3
211,인제,2013-08,25.6,30.8,21.9,141.9,43.5,35,207.1
211,인제,2013-09,19,24.7,15.2,139.5,65,13,156.5
211,인제,2013-10,12.7,20.3,7.7,17,7,4.5,187.4
211,인제,2013-11,4.3,10,-.4,48.3,13,,151.4
211,인제,2013-12,-2,3.3,-6.7,25.8,13,,145.7
211,인제,2014-01,-2.1,3.4,-7.3,9.5,7.5,,149.6
211,인제,2014-02,-.5,5.6,-5.5,18,15,,140.4
211,인제,2014-03,6.2,12.8,-.1,15.8,6,,205.2
211,인제,2014-04,12.2,19.5,5.6,35,20.5,7.5,203
211,인제,2014-05,17.6,25.1,10.6,49,19,7.5,270.8
211,인제,2014-06,20.9,27.3,16.6,63.3,17,17,166.6
211,인제,2014-07,24.3,30.5,19.7,106.9,41,18,205.7
211,인제,2014-08,22.4,27.3,18.9,177.1,69,16.5,141.3
211,인제,2014-09,18.7,25.3,14.5,132.5,111.5,14,179
211,인제,2014-10,11.8,19.6,6.3,64.1,22.5,14,169.9
211,인제,2014-11,5.9,12.1,.6,23.9,11.5,,141
211,인제,2014-12,-4.6,1.1,-10.4,10.1,4,,177.3
211,인제,2015-01,-3.1,2.7,-8.7,10.6,3,,159.6
211,인제,2015-02,-.7,5.3,-5.8,18.2,8,,158
211,인제,2015-03,4.8,12.3,-2.4,12.1,7,,241.5
211,인제,2015-04,10.9,18,4.4,80.5,21,14,186.5
211,인제,2015-05,17.8,25.5,10,23.7,9.5,3,271.2
211,인제,2015-06,20.7,28.3,14.8,43.9,22.5,5.2,235
211,인제,2015-07,22.8,28.2,18.8,236.2,49.5,20,171.3
211,인제,2015-08,23.4,29.4,19.5,118.8,29,22.5,203.9
211,인제,2015-09,18,25.4,13.2,27.5,13.5,7,204.2
211,인제,2015-10,12.1,19.6,6.4,52.5,28.5,13,197.6
211,인제,2015-11,6.9,11.3,3.5,113.1,25,,82.9
211,인제,2015-12,-.3,5,-4.6,18.6,12.5,,148.9
211,인제,2016-01,-4.7,.6,-10.1,.3,.3,,184
211,인제,2016-02,-1.7,4,-7.2,41.3,16.5,,161.5
211,인제,2016-03,4.9,11.5,-1.5,41.3,40,,211.8
211,인제,2016-04,12.4,19.7,5.8,93.2,31.5,11.5,226.8
211,인제,2016-05,17.1,24.7,10,88.3,19.5,5,247.8
211,인제,2016-06,21.1,28,15.6,51.8,14,7.5,234.4
211,인제,2016-07,23.3,28.3,19.6,546.5,252,35,144.7
211,인제,2016-08,24.4,30.8,20.2,96,23,13.5,209.8
211,인제,2016-09,19.4,25.6,15.6,46.3,18.5,13,162
211,인제,2016-10,13.1,19.5,9,107.1,54,19.5,155
211,인제,2016-11,5,10.5,.2,16,7,,130.5
211,인제,2016-12,-.1,5.1,-4.8,57.6,30.5,,123
211,인제,2017-01,-3.4,2.6,-8.8,11.4,5.5,,174.6
211,인제,2017-02,-1.8,4.4,-8.1,11,5.5,,185.4
211,인제,2017-03,3.8,10.8,-2.1,25.4,11,,190.5
211,인제,2017-04,12.4,19.4,5.8,59.5,13.5,5.5,238.2
211,인제,2017-05,17.4,24.8,10.6,33.1,13.5,13,250
211,인제,2017-06,20.1,27.6,14.2,105.5,56.5,39.5,244.3
211,인제,2017-07,24.4,29,21.1,524,89.5,52.5,130.5
211,인제,2017-08,22.8,27.8,19.3,299.6,63,36,134
211,인제,2017-09,18,25,13.3,51,27.5,17.5,199.1
211,인제,2017-10,12.5,19.6,7.7,40.6,30.5,7.5,161.2
211,인제,2017-11,3.8,9.4,-2,28.2,15.5,,162.3
211,인제,2017-12,-3.9,1.1,-9.2,20,11,,170.2
211,인제,2018-01,-6,0,-11.3,6.2,3,,168.4
211,인제,2018-02,-4,2.6,-10.2,14.7,12.5,,188.1
211,인제,2018-03,6.2,12.3,0,31,9.5,,181.1
211,인제,2018-04,10.9,17.5,4.2,127.2,55,8.5,196.9
211,인제,2018-05,15.6,22.2,9.5,180,77,20.5,214.8
211,인제,2018-06,20.9,27.5,15.2,71.3,52,12,223.1
211,인제,2018-07,24,29.4,19.9,278.5,66.5,37.5,215.7
211,인제,2018-08,24.9,31.3,20.6,266.5,171.5,35.5,204.4
211,인제,2018-09,17.6,23.6,13.1,66.6,27.5,17.5,183.2
211,인제,2018-10,9.5,16.3,4.6,107.7,53,7.5,181.5
211,인제,2018-11,5.1,11.7,.3,45.6,35.5,,142.2
211,인제,2018-12,-3.4,3.1,-8.9,19,8.5,,173.6
211,인제,2019-01,-3.8,3.4,-10.4,0,0,,197.9
211,인제,2019-02,-.8,5.6,-6.7,28,16.5,,176.4
211,인제,2019-03,4.7,11.1,-1.3,35.2,15.5,,167
211,인제,2019-04,9.8,17.1,3.1,43.9,15.5,4.5,184
211,인제,2019-05,17.5,25.1,9.5,12.5,5,3,275.8
211,인제,2019-06,20.2,26.7,14.8,97,26,13.5,208.8
211,인제,2019-07,23.7,28.2,20.1,138.4,59,30,135
211,인제,2019-08,24.2,29.9,20.3,147.1,77.5,22,195.6
211,인제,2019-09,19.4,25.6,15.5,175.7,64,19.5,119
211,인제,2019-10,13.3,19.7,8.4,46.2,19.5,3.5,148.2
211,인제,2019-11,5.6,12.7,.4,47.1,22,,144.2
211,인제,2019-12,.5,5.5,-4.2,8.2,3,,132
211,인제,2020-01,-.1,5.9,-4.5,83.3,51.5,,148
211,인제,2020-02,.8,6.8,-4.4,43.6,25,,145.5
211,인제,2020-03,5.8,13.1,-1,17.6,5.5,,211.2
211,인제,2020-04,9,16,2.1,33.9,12.5,5,213.9
211,인제,2020-05,16.6,22.9,11.3,140.8,43,12.2,162.6
211,인제,2020-06,22.6,28.6,17.4,58.5,37.2,7.7,198.4
211,인제,2020-07,22.1,27.2,18.3,123.8,31.7,11,128
211,인제,2020-08,24.9,28.8,22.2,668.8,135,30.2,77
211,인제,2020-09,18.5,23.8,14.8,193.5,67.1,20.5,114.9
211,인제,2020-10,11,18.6,5.3,.7,.7,.7,188
211,인제,2020-11,5.8,12.2,.4,59.8,49.8,,152.7
211,인제,2020-12,-2.6,3.2,-7.9,4.8,3.2,,161.6
211,인제,2021-01,-4.5,1.6,-10.4,11,2.9,,145.3
211,인제,2021-02,1,7.5,-5.3,4.6,1.8,,166.5
211,인제,2021-03,6.7,13.7,.9,87.8,62.2,,183.7
211,인제,2021-04,11.7,18.5,5.4,101.6,46,8.3,193.8
211,인제,2021-05,15,21.5,9.4,172,70.3,13.7,161.3
211,인제,2021-06,20.7,26.9,16,62.1,22.2,8,167.5
211,인제,2021-07,25.7,32.2,21.2,118.9,36.4,24.8,212.1
211,인제,2021-08,23.3,28.1,19.9,154.1,30.2,18.8,100.9
211,인제,2021-09,19.7,25.5,15.7,84,29.6,7.8,140.5
211,인제,2021-10,12.7,19.2,8.2,66.4,24.7,9.9,131.2
211,인제,2021-11,5.8,12.5,.8,54.7,25.7,.3,139.6
211,인제,2021-12,-1,4.3,-6.2,5.8,2.1,,154.1
211,인제,2022-01,-4.3,2.3,-10.4,2.6,1.5,,175.1
211,인제,2022-02,-2.9,3.6,-8.9,9.5,6.8,,175.9
211,인제,2022-03,5.5,11.9,-.4,70.4,24.7,,159.1
211,인제,2022-04,12.8,20.2,5.6,29.2,14.9,3.4,233.5
211,인제,2022-05,16.5,23.9,8.9,9,3.4,4.8,246.7
211,인제,2022-06,21,26.3,16.8,356.3,97.1,24.1,131.7
211,인제,2022-07,24.9,30.3,21.3,151.2,37.4,18.8,145.8
211,인제,2022-08,23.9,28.2,20.7,460.1,125.7,30.3,71.5
211,인제,2022-09,19,25.9,14.5,227.1,149,15.2,164.5
211,인제,2022-10,11.6,18.5,7.1,114.9,67.8,19.6,135.7
211,인제,2022-11,7.4,14.8,1.4,61.8,28.7,,148.6
211,인제,2022-12,-4.8,1.1,-10.2,5.4,2.4,,158
211,인제,2023-01,-4.6,2,-10.6,43.4,28.3,,151.3
211,인제,2023-02,-.3,6.6,-6.2,.9,.7,,174.3
211,인제,2023-03,7.4,16,-.5,18.3,16.4,,218.1
211,인제,2023-04,12,18.5,5.7,83.8,32.1,11.3,159.7
211,인제,2023-05,17,24.3,10.1,104.8,31.8,8.1,220.5
211,인제,2023-06,21.7,28,16.6,229,80.7,27,182.3
211,인제,2023-07,25.4,30.7,22,245.1,52.4,25.4,151.6
211,인제,2023-08,25.1,30.4,21.6,219.8,67.1,37.2,157.4
211,인제,2023-09,20.9,26.5,17.4,128.8,41.4,9.2,138.8
211,인제,2023-10,12.3,19.5,7.5,6.7,2.9,2.4,155.3
211,인제,2023-11,5.6,11,.5,84.9,49.4,,139.7
211,인제,2023-12,-1,4.1,-5.7,60.1,21.1,,96.3
211,인제,2024-01,-2.1,3.1,-6.8,6.8,2.9,,140.1
211,인제,2024-02,1.2,6.6,-2.9,48.4,18.9,,88
211,인제,2024-03,4.8,11.1,-1.1,38.3,11.2,,163.9
211,인제,2024-04,13.8,21.2,7.2,19.9,9.8,6.4,183.6
211,인제,2024-05,16.3,23.6,9.6,92.4,22.9,7.7,213.1
211,인제,2024-06,22.2,29.2,16.1,159,75.3,28.8,230.2
211,인제,2024-07,25.4,29.2,22.3,321.6,72.4,24.1,100.2
211,인제,2024-08,27,33,23.1,61.1,28.4,13.2,184.8
211,인제,2024-09,22,27.9,18.3,227,55.5,21.7,86.5
211,인제,2024-10,13.8,20,9.5,89.5,42.9,12.3,110.1
211,인제,2024-11,7.5,14.3,2.2,24.7,17.9,,142.1
211,인제,2024-12,-1.9,3.5,-7,5.4,3.3,,170.9
212,홍천,1995-01,-6.1,1.5,-12.9,10.4,9.5,,187.5
212,홍천,1995-02,-3.2,6.1,-10.3,5.3,2.6,,183.8
212,홍천,1995-03,3,10.1,-2.4,57.3,22.5,,136.7
212,홍천,1995-04,9.5,18.3,1.3,44.5,20,6.5,221.8
212,홍천,1995-05,15.3,23.2,7.8,48,29,6.5,215.4
212,홍천,1995-06,20,27,14.4,64,26.5,21,184.1
212,홍천,1995-07,23.7,28.8,20.1,394,168,66,120.8
212,홍천,1995-08,24.9,29.9,21.6,822.5,170.5,57,111.2
212,홍천,1995-09,17.4,24.3,12.5,80.5,55.5,24.5,158.2
212,홍천,1995-10,12,20.4,6.4,20,9,3.5,174.9
212,홍천,1995-11,2.2,10.6,-3.8,49.1,15,,180.6
212,홍천,1995-12,-5,2.2,-10.7,2.4,1.3,,156.5
212,홍천,1996-01,-5.8,1.3,-11.8,21.4,10,,173.7
212,홍천,1996-02,-4.6,3.2,-11.2,3.6,2.1,,167
212,홍천,1996-03,2.2,9.3,-3.7,69.8,27,,165.8
212,홍천,1996-04,8.6,16.7,.7,49,26,4,235.7
212,홍천,1996-05,16.8,25.3,9,23.5,9,9,219.3
212,홍천,1996-06,21.3,27.4,16.5,251,81.5,17.5,116.5
212,홍천,1996-07,23.3,29.2,19.1,385,71,22,152.2
212,홍천,1996-08,24.3,30.4,20,130.5,34.5,34.5,166.2
212,홍천,1996-09,18.6,27.3,13.3,7.5,6,3,196.6
212,홍천,1996-10,11.3,19.6,5.7,67.5,23,21.5,151.1
212,홍천,1996-11,3.9,10.4,-1.3,29.8,8,,132.2
212,홍천,1996-12,-1.6,5.7,-7.1,18.2,14,,166.3
212,홍천,1997-01,-5.2,2.3,-12,14.2,7.8,,146.5
212,홍천,1997-02,-.9,7.5,-8.3,29.3,14,,178.6
212,홍천,1997-03,5.3,13.7,-2,16.5,10.5,,218.8
212,홍천,1997-04,11.8,20.1,3.5,38.5,19,6,210.4
212,홍천,1997-05,15.6,22.4,9.3,289.5,89.5,19,153.5
212,홍천,1997-06,21.5,28.9,15.6,141.5,51.5,28.5,207.6
212,홍천,1997-07,24.6,30.7,20.3,319.5,119,20,207
212,홍천,1997-08,25.2,31.7,20.6,119.5,59,12.5,219.4
212,홍천,1997-09,17.5,24.8,12.4,118,61,34.5,170.9
212,홍천,1997-10,10.7,19.3,3.9,23.5,9,8.5,213.2
212,홍천,1997-11,5.8,13.3,.3,93,27,,142.7
212,홍천,1997-12,-1.1,5.5,-6.2,32.2,18,,136.3
212,홍천,1998-01,-2.9,3.4,-8.4,8.1,4,,149
212,홍천,1998-02,.6,8.6,-5.7,31.5,9,,138.1
212,홍천,1998-03,6,14.1,-1.2,36,33,,199.7
212,홍천,1998-04,14.5,22.2,8.2,117.5,42,15,166.2
212,홍천,1998-05,17.3,24.9,10.7,76.5,31.5,12.5,210.7
212,홍천,1998-06,20.4,26.4,15.4,194,66,14.5,170.2
212,홍천,1998-07,23.7,29.2,19.8,359,60.5,32,136.3
212,홍천,1998-08,23.9,29.3,20.6,680.5,185.5,45,123
212,홍천,1998-09,20.4,27.5,15.7,114.5,55.5,7.5,168.6
212,홍천,1998-10,13.8,21.5,8.8,33,16.5,4,157.4
212,홍천,1998-11,3.7,10.9,-1.4,45.5,15.5,,136.1
212,홍천,1998-12,-1.4,6.4,-6.8,2.2,1.5,,164.2
212,홍천,1999-01,-4.3,3.1,-10.6,3.8,2,,174.1
212,홍천,1999-02,-2.3,4.8,-8.4,2.4,1.2,,159.6
212,홍천,1999-03,3.8,11.6,-3.3,49.2,30.5,,189.3
212,홍천,1999-04,11.1,19.7,3.4,100,22,7,203.2
212,홍천,1999-05,14.4,22.2,7.5,113.5,43,10.5,210.8
212,홍천,1999-06,21.1,28.4,15.2,101.5,33,20,220.9
212,홍천,1999-07,24.2,29.9,19.6,250,83,57,153.8
212,홍천,1999-08,24,30.4,19.5,381.5,143.5,40,164.9
212,홍천,1999-09,20.9,27.5,16.8,451,159,27.5,138.1
212,홍천,1999-10,11.5,18.8,6.8,141,47,25,148.6
212,홍천,1999-11,4.4,11.9,-.9,14.5,6.5,,139.5
212,홍천,1999-12,-3.2,3.8,-8.8,16.4,6.5,,144.3
212,홍천,2000-01,-3.6,2,-8.2,48.1,16.5,,141.7
212,홍천,2000-02,-3.7,2.9,-10,10.2,8.5,,179.1
212,홍천,2000-03,4.2,11.8,-2.3,11.5,9,,205
212,홍천,2000-04,9.8,17.5,2.5,31,8,5,185.6
212,홍천,2000-05,15.9,23.1,10.1,95,34.5,11.5,159.2
212,홍천,2000-06,21.3,28.8,15.5,158,49.5,31,190.2
212,홍천,2000-07,25.4,31.5,21,183.5,63,32,165.5
212,홍천,2000-08,24.5,30.3,21,389.5,110,25.5,
212,홍천,2000-09,18.2,24.8,14.2,185,64,9.5,
212,홍천,2000-10,11.8,19.6,6.7,17,10.5,2,34.5
212,홍천,2000-11,3.7,11.4,-1.8,30.5,13,,122.3
212,홍천,2000-12,-1.9,4.8,-7.6,25,8,,135.5
212,홍천,2001-01,-7,.1,-12.9,37.9,23,,141.2
212,홍천,2001-02,-2.9,4.1,-8.9,43.2,16,,138
212,홍천,2001-03,2.7,10.2,-3.5,12.5,4.5,,182.9
212,홍천,2001-04,11.5,20.4,3.1,16.5,10.5,4.5,302.8
212,홍천,2001-05,17.6,25.6,10.5,18.5,8.5,2.5,338.2
212,홍천,2001-06,21.4,27.8,16.4,197.5,60.5,16,245.9
212,홍천,2001-07,24.7,30.2,20.6,601,156,79.5,264.9
212,홍천,2001-08,24.4,31.1,19.5,98,40,19,325.7
212,홍천,2001-09,18.7,27.2,12,26.5,20.5,5,286.7
212,홍천,2001-10,12.9,20.7,8,75.5,34.5,11.5,219.5
212,홍천,2001-11,2.7,11,-3,.5,.5,,206.4
212,홍천,2001-12,-4.3,3.5,-10.3,8.3,3.5,,206.7
212,홍천,2002-01,-3.2,2.5,-8.3,44.5,20,,137.1
212,홍천,2002-02,-.7,7,-7.4,1.5,1.5,,167.4
212,홍천,2002-03,5.8,13.4,-1.2,28.7,17,,197.3
212,홍천,2002-04,11.8,19.9,4.1,148,51.5,10,231.5
212,홍천,2002-05,16.2,24,9.6,78,29.5,15,225
212,홍천,2002-06,20,27.3,13.6,62,28.5,7.5,234.8
212,홍천,2002-07,23.5,28.8,19.5,276.5,59.5,22,151.1
212,홍천,2002-08,22.4,27.1,19.2,578,167.5,74,83.2
212,홍천,2002-09,18,25.1,13.4,58,31.5,8.5,163
212,홍천,2002-10,9.4,16.7,4.4,65.5,22,8,161.2
212,홍천,2002-11,.8,7,-4.5,4.5,1.5,,140.3
212,홍천,2002-12,-2.2,4.2,-6.9,20.3,7.8,,129.3
212,홍천,2003-01,-6.3,.1,-11.4,14.2,5.2,,133.8
212,홍천,2003-02,-1.1,5.3,-6,43.5,18,,132.4
212,홍천,2003-03,4,10.7,-1.9,37,14.5,,165.1
212,홍천,2003-04,11,18.6,4.6,186,45,8,169.8
212,홍천,2003-05,17.4,25.8,10.3,153,128.5,28.5,238.1
212,홍천,2003-06,20.6,26.8,15.9,148,66,14,166.6
212,홍천,2003-07,22.6,28.3,18.5,426,164,21,141.3
212,홍천,2003-08,22.9,28,19.5,464.5,120,37.5,116.2
212,홍천,2003-09,19,24.7,15.4,393,134.5,31.5,129.9
212,홍천,2003-10,10.4,18.7,4.7,35,16.5,11.5,175.5
212,홍천,2003-11,6.6,13.1,1.6,66,18.5,,109.5
212,홍천,2003-12,-2.4,3.7,-7.5,9,6,,141.7
212,홍천,2004-01,-5.6,1.6,-11.3,16,5.5,,173.6
212,홍천,2004-02,-.5,6.5,-6.5,62.5,33,,179.1
212,홍천,2004-03,4,11.5,-3.1,17,9,,220.1
212,홍천,2004-04,11.2,19.6,3.5,81,40.5,9.5,219.9
212,홍천,2004-05,16.4,22.8,10.7,180,60,15,185.1
212,홍천,2004-06,21.6,28.3,16,161,79.5,19.5,190.5
212,홍천,2004-07,24.2,28.3,21.1,583,171.5,30,93.5
212,홍천,2004-08,24.2,30.1,19.9,165.5,49.5,14,168.5
212,홍천,2004-09,19.6,26.2,15.1,207,63,30.5,162.2
212,홍천,2004-10,11.3,20.9,4.9,3,1.5,1.5,218.3
212,홍천,2004-11,5.7,13.1,.5,47,19.5,,132.1
212,홍천,2004-12,-1.2,6.1,-6.4,34,20.5,,162.3
212,홍천,2005-01,-5.3,1.7,-11.6,3,1.5,,177.8
212,홍천,2005-02,-4.1,2.4,-10.2,55.5,28.5,,165
212,홍천,2005-03,2.8,9.9,-3.5,39.3,10,,220
212,홍천,2005-04,12.1,20,4.5,101.5,29.5,10,217.9
212,홍천,2005-05,16.3,24.1,9.3,67,30.5,8.5,242.7
212,홍천,2005-06,22.3,28.5,17,240,123,21.5,176.3
212,홍천,2005-07,24.7,29.7,21.3,357,114.5,44,141.3
212,홍천,2005-08,24,29.4,20.6,486.5,132.5,34,123.7
212,홍천,2005-09,20.3,25.9,16.5,340,115,26.5,134.4
212,홍천,2005-10,12.1,19.6,7.7,73,34,11,168
212,홍천,2005-11,4.9,12.8,-.8,29,24,,152.3
212,홍천,2005-12,-7,0,-12.9,6,2.5,,182.7
212,홍천,2006-01,-3.2,3.5,-8.4,43.6,28.5,,146.8
212,홍천,2006-02,-1.6,5,-7.2,21.3,8.5,,163.8
212,홍천,2006-03,4,11.3,-2.4,15.7,8.7,,222
212,홍천,2006-04,10.4,17.3,4.4,84,43,11.5,142.8
212,홍천,2006-05,17.4,24.4,11.3,176.5,110,16.5,204.4
212,홍천,2006-06,21.2,27.7,16.3,213,91.5,20,184.8
212,홍천,2006-07,22.8,26.8,20,1244.5,255.5,89,76.4
212,홍천,2006-08,26,31.9,22,153,46,34,188.3
212,홍천,2006-09,18.5,26.1,13.1,25,11,3,196.9
212,홍천,2006-10,14.7,22.8,9.3,62,37.5,15,174.3
212,홍천,2006-11,5.1,11.8,-.2,83.5,32.5,,135.9
212,홍천,2006-12,-2.1,4.1,-6.4,18.7,11.5,,132.3
212,홍천,2007-01,-3.2,4.2,-8.4,9.4,7.5,,191.4
212,홍천,2007-02,.8,9,-5.3,19,16.5,,172.9
212,홍천,2007-03,4.4,11,-1,132,39,,148.1
212,홍천,2007-04,10.3,17.7,3.4,37,21.5,10.5,178.8
212,홍천,2007-05,17.1,24.5,11.1,116,30.5,8,191.6
212,홍천,2007-06,22.1,29.1,15.6,47.5,21,7,188.8
212,홍천,2007-07,23.8,28.8,20.1,227.4,73.5,20.5,118.3
212,홍천,2007-08,25.5,30.6,22,383.5,100.5,48.5,98.6
212,홍천,2007-09,19.9,24.8,16.4,291,64.5,22.5,68.8
212,홍천,2007-10,12.3,19.3,7.7,16.5,5,3.5,142.7
212,홍천,2007-11,3.7,11.1,-1.7,22,10,,184.4
212,홍천,2007-12,-1.5,4.3,-5.8,6.7,2.5,,194.4
212,홍천,2008-01,-4.2,2.2,-9.5,10,7,,147.2
212,홍천,2008-02,-3.9,3.8,-10.8,6.6,2.5,,211.2
212,홍천,2008-03,5.2,12.4,-.8,68.6,36,,168.8
212,홍천,2008-04,12.3,20.5,4.9,28.5,9.5,5,188.4
212,홍천,2008-05,16.7,24.1,9.9,96,49.5,18,206.5
212,홍천,2008-06,20.4,27.4,14.8,125.9,55,10,177.6
212,홍천,2008-07,25.3,30,21.8,466.3,177,35.7,94.3
212,홍천,2008-08,24.2,30.5,19.4,188.7,64.5,21,194.1
212,홍천,2008-09,19.6,26.8,15,95.1,44.5,12,156.7
212,홍천,2008-10,13.3,21.3,8.1,30.6,11.5,5,160.5
212,홍천,2008-11,4.7,11.6,-.7,9.1,2.5,,140.5
212,홍천,2008-12,-1.2,4.7,-6,15,5.5,,142.5
212,홍천,2009-01,-5.5,2.4,-11.3,.4,.2,,182.3
212,홍천,2009-02,1.4,7.8,-4.1,31.1,29.5,,119
212,홍천,2009-03,5.2,12.3,-1.3,56.6,18.5,,182.9
212,홍천,2009-04,11.5,19.9,3.9,52.9,36,6,196.6
212,홍천,2009-05,17.7,25.5,11,95.8,29,6.5,221.1
212,홍천,2009-06,21.4,27.8,16,105.6,35.5,11.5,188.2
212,홍천,2009-07,23.7,29.3,19.5,805.9,229.5,44.5,140.7
212,홍천,2009-08,24.1,30.4,19.5,273.7,148.6,30.5,160.2
212,홍천,2009-09,19.6,26.9,14.4,25.5,9,3,190.6
212,홍천,2009-10,12.9,21.4,6.9,43,18,10,194.6
212,홍천,2009-11,5,10.6,.6,38.1,21,,103.8
212,홍천,2009-12,-3.1,1.9,-7.3,11.5,4.5,,116.7
212,홍천,2010-01,-6.8,-.3,-13,23.5,9,,155.9
212,홍천,2010-02,-.4,5.6,-5.5,35.7,10.5,,126.3
212,홍천,2010-03,3.5,8.7,-.9,56.9,18,,119.9
212,홍천,2010-04,9.1,15.9,2.6,57.5,24.5,5.5,162.6
212,홍천,2010-05,17,24.2,10.1,87.2,45,9.5,187.1
212,홍천,2010-06,22.6,30.1,16.4,59.6,24,11.5,213.8
212,홍천,2010-07,25.6,30.8,21.8,150.2,47,13.5,104
212,홍천,2010-08,26.1,30.9,23.1,349.9,58,36,89.2
212,홍천,2010-09,20.4,26.4,16.4,412.1,79.5,26.5,134.2
212,홍천,2010-10,12.7,19.9,7.9,38,18,6,163.1
212,홍천,2010-11,4.1,11.5,-1.5,22.1,13,,169.4
212,홍천,2010-12,-3,2.9,-8,12.8,3,,135.2
212,홍천,2011-01,-9.5,-1.8,-16.4,1.5,1.5,,205.5
212,홍천,2011-02,-.6,7.2,-6.5,34.6,33.5,,151.6
212,홍천,2011-03,2.9,9.8,-3.4,18,8.5,,220.7
212,홍천,2011-04,10.1,17.6,2.9,141.3,94.5,14,180.2
212,홍천,2011-05,17.2,24.5,10.6,74.5,21.5,10,182.2
212,홍천,2011-06,22,28.4,16.7,346.1,99,23,182.5
212,홍천,2011-07,24.7,29.1,21.6,694.5,133,39.5,85.3
212,홍천,2011-08,25.3,31,21.7,189.1,63,47,109.9
212,홍천,2011-09,19.5,26.3,14.5,51.4,24,8,156.5
212,홍천,2011-10,11.3,19.5,5.7,31,15,7.5,172.5
212,홍천,2011-11,8.3,14.1,3.7,48.2,25.5,,124.9
212,홍천,2011-12,-3,2.9,-8,9.4,8.5,,163.7
212,홍천,2012-01,-5.2,1.7,-11,4.1,3.5,,172.7
212,홍천,2012-02,-3.6,4.1,-10.5,.2,.2,,215.9
212,홍천,2012-03,4.4,10.6,-1.3,37.9,20.5,,181.2
212,홍천,2012-04,11.8,19.5,4.8,136.6,52.5,8.5,216.2
